user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2010_1_5_45m_metaG_bin.48	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012515085.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__JAAYZB01 sp012515085	75.9	0.06	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.06	11	0.9142994036124502	N/A
sak_2010_1_5_45m_metaG_bin.8	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__	N/A	N/A	N/A	N/A	N/A	GCA_001804065.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__2-01-FULL-45-10 sp001804065	76.2	0.11	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	75.3	11	0.8854185867523847	N/A
sak_2010_1_5_45m_metaG_bin.9	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	96.06	0.67	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	96.06	0.67	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.76, 0.74; GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.51, 0.73; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.22, 0.22	90.47	11	N/A	N/A
sak_2010_1_5_50m_metaG_bin.12	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	72.78	11	0.7551716214466841	N/A
sak_2010_1_5_50m_metaG_bin.18	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.6	0.62	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 91.17, 0.78; GCA_002737405.1, s__BAIKAL-G1-2R sp002737405, 95.0, 81.3, 0.27; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 76.52, 0.13	73.56	11	0.9963785908652528	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_50m_metaG_bin.26	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA6264;g__UBA6264;s__	N/A	N/A	N/A	N/A	N/A	GCA_002452615.1	95.0	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA6264;g__UBA6264;s__UBA6264 sp002452615	76.53	0.24	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA6264;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.83	11	0.8563889714057495	N/A
sak_2010_1_5_50m_metaG_bin.33	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.7	0.93	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.0	11	0.9904321459824579	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_50m_metaG_bin.5	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	77.69	11	0.638506523834293	N/A
sak_2010_1_5_50m_metaG_bin.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ANI	N/A	GCA_003142255.1, s__LD21 sp003142255, 95.0, 77.25, 0.16; GCA_003141525.1, s__LD21 sp003141525, 95.0, 77.11, 0.14; GCA_012729475.1, s__LD21 sp012729475, 95.0, 77.09, 0.09; GCA_003141895.1, s__LD21 sp003141895, 95.0, 77.03, 0.1; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.94, 0.13; GCA_009877105.1, s__LD21 sp009877105, 95.0, 76.93, 0.06; GCA_013314865.1, s__LD21 sp013314865, 95.0, 76.88, 0.06; GCA_012519515.1, s__LD21 sp012519515, 95.0, 76.87, 0.06; GCA_903824785.1, s__LD21 sp903824785, 95.0, 76.85, 0.14; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.79, 0.13; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.76, 0.11; GCA_003162595.1, s__LD21 sp003162595, 95.0, 76.62, 0.1; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.55, 0.13; GCA_003141715.1, s__LD21 sp003141715, 95.0, 76.55, 0.1; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.38, 0.18; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.32, 0.12; GCA_002070505.1, s__LD21 sp002070505, 95.0, 76.31, 0.15; GCA_003157015.1, s__LD21 sp003157015, 95.0, 76.27, 0.12; GCA_903844815.1, s__LD21 sp903844815, 95.0, 76.26, 0.08; GCA_003141495.1, s__LD21 sp003141495, 95.0, 76.25, 0.12; GCA_003157075.1, s__LD21 sp003157075, 95.0, 76.24, 0.08; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.2, 0.1; GCA_002319915.1, s__LD21 sp002319915, 95.0, 76.18, 0.08; GCA_012517605.1, s__LD21 sp012517605, 95.0, 76.18, 0.1; GCA_012522155.1, s__LD21 sp012522155, 95.0, 76.14, 0.09; GCA_003141415.1, s__LD21 sp003141415, 95.0, 76.1, 0.1; GCA_002319885.1, s__LD21 sp002319885, 95.0, 75.84, 0.11; GCA_002428385.1, s__LD21 sp002428385, 95.0, 75.83, 0.07; GCA_003155705.1, s__LD21 sp003155705, 95.0, 75.81, 0.08	66.15	11	0.9299981755861949	N/A
sak_2010_1_5_55m_metaG_bin.10	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.63	0.88	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	80.5	11	0.9889263119227792	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_55m_metaG_bin.13	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012515085.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__JAAYZB01 sp012515085	75.99	0.06	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.27	11	0.9153065311613259	N/A
sak_2010_1_5_55m_metaG_bin.14	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA4787;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002402995.1	95.0	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA4787;g__4787;s__4787 sp002402995	77.54	0.03	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.27	11	0.7392047683675833	N/A
sak_2010_1_5_55m_metaG_bin.17	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__	N/A	N/A	N/A	N/A	N/A	GCA_002773545.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__CG1-02-41-26 sp002773545	79.34	0.3	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.03	11	0.8947520240577718	N/A
sak_2010_1_5_55m_metaG_bin.26	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	84.69	11	0.8065396576917919	N/A
sak_2010_1_5_55m_metaG_bin.3	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.64	0.67	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.64	0.67	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 91.3, 0.74; GCA_002737405.1, s__BAIKAL-G1-2R sp002737405, 95.0, 81.41, 0.25; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 76.68, 0.15	75.16	11	N/A	N/A
sak_2010_1_5_55m_metaG_bin.7	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	81.34	11	0.80910738219065	N/A
sak_2010_1_5_80m_metaG_bin.13	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.51	0.88	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	70.68	11	0.9902223497134249	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_80m_metaG_bin.27	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.4	0.86	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.4	0.86	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.37, 0.61; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.27, 0.44; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.33, 0.15	82.21	11	N/A	N/A
sak_2010_1_5_80m_metaG_bin.29	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002785165.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__PFMI01;s__PFMI01 sp002785165	74.53	0.03	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.33	11	0.784100981873902	N/A
sak_2011_5_24_120m_metaG_bin.11	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.7	0.92	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	79.87	11	0.9899925277826833	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_120m_metaG_bin.21	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	77.93	0.09	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.46	11	0.8207045121204417	N/A
sak_2011_5_24_36m_metaG_bin.1	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	95.14	0.86	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	95.14	0.86	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.55	11	N/A	N/A
sak_2011_5_24_36m_metaG_bin.10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp002470125	GCA_002470125.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp002470125	98.75	0.87	GCA_002470125.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp002470125	98.75	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003402285.1, s__Nitrotoga sp003402285, 95.0, 77.43, 0.18; GCF_013168275.1, s__Nitrotoga sp013168275, 95.0, 77.4, 0.21; GCA_903878125.1, s__Nitrotoga sp903878125, 95.0, 77.38, 0.21; GCA_003402345.1, s__Nitrotoga sp003402345, 95.0, 77.31, 0.2; GCA_003402375.1, s__Nitrotoga sp003402375, 95.0, 77.02, 0.23; GCA_003402315.1, s__Nitrotoga sp003402315, 95.0, 76.95, 0.21; GCA_009885195.1, s__Nitrotoga sp009885195, 95.0, 76.06, 0.07	89.38	11	N/A	N/A
sak_2011_5_24_36m_metaG_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__UBA4417;s__	N/A	N/A	N/A	N/A	N/A	GCA_903913645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__UBA4417;s__UBA4417 sp903913645	87.57	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__UBA4417;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903879715.1, s__UBA4417 sp903879715, 95.0, 81.93, 0.58; GCA_903917425.1, s__UBA4417 sp903917425, 95.0, 78.95, 0.31; GCA_903822525.1, s__UBA4417 sp903822525, 95.0, 78.57, 0.33; GCA_903878265.1, s__UBA4417 sp903878265, 95.0, 77.92, 0.18; GCA_002389705.1, s__UBA4417 sp002389705, 95.0, 77.85, 0.27; GCA_903887815.1, s__UBA4417 sp903887815, 95.0, 77.8, 0.24; GCA_903864265.1, s__UBA4417 sp903864265, 95.0, 77.8, 0.22; GCA_903946925.1, s__UBA4417 sp903946925, 95.0, 77.43, 0.18	85.13	11	0.9959152668124952	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_36m_metaG_bin.13	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__CAIPMZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__;s__	taxonomic novelty determined using RED	N/A	N/A	74.81	11	0.9289515604423774	N/A
sak_2011_5_24_36m_metaG_bin.14	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__UBA7398 sp002470135	GCA_002470135.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__UBA7398 sp002470135	98.81	0.88	GCA_002470135.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__UBA7398 sp002470135	98.81	0.88	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013205455.1, s__UBA7398 sp013205455, 95.0, 93.77, 0.88; GCA_014190155.1, s__UBA7398 sp014190155, 95.0, 92.05, 0.92; GCA_903878415.1, s__UBA7398 sp903878415, 95.0, 86.58, 0.76; GCA_009927575.1, s__UBA7398 sp009927575, 95.0, 77.86, 0.21	89.82	11	N/A	N/A
sak_2011_5_24_36m_metaG_bin.15	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	87.61	11	0.9438478818750514	N/A
sak_2011_5_24_36m_metaG_bin.16	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__CAIUEV01;f__CAIUEV01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903898335.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__CAIUEV01;f__CAIUEV01;g__CAIUEV01;s__CAIUEV01 sp903898335	75.47	0.06	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	61.96	11	0.7780755560655923	N/A
sak_2011_5_24_36m_metaG_bin.17	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	87.79	11	0.9036201317376761	N/A
sak_2011_5_24_36m_metaG_bin.2	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.46	11	0.925231851427424	N/A
sak_2011_5_24_36m_metaG_bin.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	93.03	11	0.8905946923709331	N/A
sak_2011_5_24_36m_metaG_bin.23	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__	N/A	N/A	N/A	N/A	N/A	GCA_014190295.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__BACL27 sp014190295	92.74	0.87	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003569125.1, s__BACL27 sp003569125, 95.0, 80.42, 0.59; GCA_009703975.1, s__BACL27 sp009703975, 95.0, 79.36, 0.42; GCA_002737635.1, s__BACL27 sp002737635, 95.0, 79.06, 0.4; GCA_005805045.1, s__BACL27 sp005805045, 95.0, 78.3, 0.37; GCA_014190055.1, s__BACL27 sp014190055, 95.0, 78.24, 0.34; GCA_003535455.1, s__BACL27 sp003535455, 95.0, 77.83, 0.31; GCA_009927565.1, s__BACL27 sp009927565, 95.0, 77.82, 0.23; GCA_009923685.1, s__BACL27 sp009923685, 95.0, 77.16, 0.26; GCA_013204455.1, s__BACL27 sp013204455, 95.0, 76.62, 0.25	84.47	11	0.9936917218840161	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_36m_metaG_bin.26	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp003671255	GCA_003671255.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp003671255	96.03	0.76	GCA_003671255.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp003671255	96.03	0.76	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002303765.1, s__UBA969 sp002303765, 95.0, 88.84, 0.9; GCA_903960945.1, s__UBA969 sp903960945, 95.0, 88.34, 0.88; GCA_009920765.1, s__UBA969 sp009920765, 95.0, 83.95, 0.92; GCA_005786805.1, s__UBA969 sp005786805, 95.0, 78.04, 0.42	68.83	11	N/A	N/A
sak_2011_5_24_36m_metaG_bin.27	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.33	0.6	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 91.22, 0.78; GCA_002737405.1, s__BAIKAL-G1-2R sp002737405, 95.0, 82.26, 0.28; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 76.8, 0.14	63.77	11	0.996297788621957	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_36m_metaG_bin.3	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__BD1;s__BD1 sp003670425	GCA_003670425.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__BD1;s__BD1 sp003670425	98.04	0.74	GCA_003670425.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__BD1;s__BD1 sp003670425	98.04	0.74	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__BD1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003569365.1, s__BD1 sp003569365, 95.0, 85.97, 0.82	84.12	11	N/A	N/A
