Sample	Contig	Mean	Covered Bases	Length	Read Count
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_96916	1.2890358	2554	4537	38
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_97025	2.1797607	2278	3243	46
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_97618	3.84134	1467	1732	41
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_98079	1.3248106	2034	3318	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_98266	2.9754846	3559	3658	72
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_98358	1.1727389	6518	9482	74
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_98419	0.98930085	4973	8188	54
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_99313	2.4486825	2392	2693	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_100730	1.6595492	1488	1836	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_101386	2.5386796	2300	2619	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_103370	1.762971	1542	1981	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_104222	1.201457	1787	3307	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_104404	2.1446414	2215	2632	36
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_104540	3.0534682	1763	2226	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_105377	1.9220726	3988	5129	64
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_106066	1.0231967	1890	3297	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_107217	1.5082617	1133	1663	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_107299	1.0976268	1354	2004	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_108179	2.451839	1412	1863	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_108295	0.8579198	1663	3092	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_108464	2.3933988	2929	3513	54
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_108712	3.117233	4073	5123	104
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_110886	1.3437688	1249	1811	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_111102	0.7946993	2678	5055	27
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_113900	0.48727667	876	1997	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_115040	3.0559897	4470	4883	97
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_116117	3.417852	1994	2189	47
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_116851	1.1387528	1668	3213	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_117515	1.1941265	1426	2159	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_118141	1.2470882	1686	2554	20
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_119755	0.44374672	737	2061	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_120127	1.6264942	8609	11360	123
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_120204	1.1721888	1052	2142	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_120914	1.7755662	1161	1607	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_121591	0.9356725	1306	2031	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_121706	1.6861027	3053	3460	38
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_122808	2.053906	1735	2339	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_123132	1.4974446	1312	1911	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_123527	2.5735974	2524	3180	52
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_124164	1.4522374	2361	3301	32
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_124320	1.2632605	8605	12970	108
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_124484	3.5663755	2304	2440	57
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_124786	5.6357117	2531	2939	105
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_126242	0.8905229	1196	1986	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_126357	2.2095358	1365	1744	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_126992	3.5509214	2125	2212	50
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_127146	0.25178346	552	2533	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_127156	2.10424	2773	4419	60
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_127289	1.5487646	1126	1688	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_127479	0.683227	990	2344	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_128493	31.321249	2070	2136	426
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_130173	1.2408098	1334	2027	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_131377	1.4557103	5242	7330	70
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_131451	1.5278246	1726	2522	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_132035	1.0405883	1113	1850	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_132422	1.8249141	2578	3931	46
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_133016	2.5872433	3094	4242	71
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_133337	1.7023461	2059	2878	31
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_133637	2.1342912	1650	1751	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_134156	0.36391252	595	1796	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_137414	1.502714	1892	2545	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_138061	1.4357835	4189	6449	61
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_138557	1.1843718	1485	2108	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_138680	1.5175439	1095	1632	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_139327	2.3353019	1193	1674	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_140185	13.534156	3567	3634	317
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_140312	5.5796824	1710	1725	61
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_140919	1.2688501	8240	13890	117
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_143088	1.6223192	3913	5419	57
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_143206	0.54339623	911	2270	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_144709	2.1328273	1687	2258	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_145080	1.884961	1264	1819	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_145585	2.7993703	1257	2373	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_145648	1.7066901	7383	9836	112
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_147325	1.1929348	1581	1990	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_148174	0.77469337	746	1699	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_148427	0.24958402	450	1953	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_148511	2.9966505	2178	2837	54
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_149467	2.0854752	1651	1823	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_150062	1.4101617	3118	5838	54
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_151638	2.3908393	5389	6416	101
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_154344	0.8761726	930	1749	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_154578	0.94183743	1896	3176	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_155736	1.6194949	3829	4941	52
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_156362	4.082676	3369	3573	97
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_158024	20.710829	1664	1803	232
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_158239	1.6213698	1350	1975	20
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_159489	0.9741538	2986	5025	32
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_162292	1.3950752	2718	3805	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_162794	4.024101	2409	2847	73
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_166361	1.0410641	1038	1879	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_166479	1.3488976	5999	8631	78
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_166490	1.4553622	1257	1931	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_166676	1.3293371	3183	4404	38
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_167716	1.9112746	1566	2190	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_168593	0.74010456	1425	2828	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_170459	1.6180758	1894	2551	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_170588	1.5408338	2433	3652	36
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_172345	33.460407	2600	2600	559
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_175967	1.6031809	1818	2665	27
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_178236	2.1046348	2573	2998	40
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_179884	1.7952942	1460	1850	21
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_180550	1.9186779	6232	8561	109
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_181590	0.3122398	734	2552	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_183103	1.5372852	5177	7539	76
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_185620	0.17291066	234	1885	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_186369	0.21598272	539	2928	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_193694	2.346211	2776	3515	53
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_194576	2.4350765	3014	3554	56
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_194800	0.5514959	1311	3927	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_196505	2.303146	2083	2248	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_198042	1.3075595	4180	5944	51
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_200371	1.5907419	2254	3412	35
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_200538	1.7287865	2435	3273	36
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_201315	1.6472262	1574	2259	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_203743	1.2730908	4755	7902	68
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_205034	2.4956362	3466	4504	73
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_206592	0.7676958	1260	2806	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_206983	1.9282075	1877	2309	29
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_210177	0.42223787	435	1571	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_212347	2.2182336	1393	1905	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_213767	0.5343807	1489	4542	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_213868	1.4273894	3021	4984	46
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_214481	2.7745872	1356	1543	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_214942	3.222192	3068	3818	80
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_215318	1.2311902	1036	1612	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_215624	4.011544	2207	2229	58
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_216864	2.2912087	2437	3062	45
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_216869	1.3215859	1871	2874	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_218062	3.3498542	2477	2551	55
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_219137	1.0323261	1044	1573	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_219177	1.0335536	1101	2117	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_219432	2.0399408	1515	2178	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_220730	0.9432398	900	1718	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_221016	2.3491354	5271	7090	109
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_221460	1.8073959	1700	2097	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_221800	1.5503876	1776	2859	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_221983	6.2	2397	2545	100
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_222241	5.141553	13770	14611	499
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_222348	4.3362474	1370	1637	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_222888	1.2530227	2940	4699	38
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_224232	3.274939	4150	5082	108
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_224315	1.8484849	1098	1602	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_225155	0.9395973	2515	4620	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_225278	1.5312872	2261	3506	35
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_225423	1.100561	1430	2467	17
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_226014	1.3000375	5192	8159	70
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_226095	2.095326	2730	3402	46
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_226173	0.13788858	227	3399	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_229753	2.1013477	1319	2005	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_230883	3.1987967	3786	4139	86
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_231038	5.6373997	2481	2519	91
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_231615	2.2145202	1891	2588	36
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_231686	0.867052	1291	2226	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_232023	1.9338843	2379	3175	40
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_232302	2.318223	2856	3459	52
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_233361	2.1621013	2265	2815	39
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_233620	1.0577347	1109	2419	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_233646	10.249453	2435	2435	163
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_234589	1.6147448	4101	6281	66
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_235803	1.6906234	3076	4032	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_236191	1.3121225	1922	2633	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_236489	1.5395043	5444	7453	76
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_236647	1.4981042	1476	2260	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_237986	1.3525745	17493	26136	236
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_238020	1.1124582	1460	2542	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_238574	0.7450331	776	1962	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_239403	0.8234218	2540	4522	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_239560	0.8559564	1865	4003	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_239646	1.1401306	1497	2141	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_239847	2.4320061	2508	2812	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_240109	0.7638889	2183	4470	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_240846	1.7953907	2001	3708	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_241088	1.9939976	1585	1816	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_242417	3.9751532	2969	3088	79
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_242567	0.6598166	1057	3313	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_243082	2.5602071	2228	2467	40
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_243590	0.6238882	1130	2511	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_243851	2.053827	3633	4200	56
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_244968	1.0733453	1014	1827	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_245876	1.7562091	1310	1680	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_245914	1.7056382	2217	3041	33
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_246318	1.0753121	1389	2633	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_246666	1.275865	7100	12087	103
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_246719	0.72621286	1519	2809	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_246753	1.5345069	5070	7989	82
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_247404	13.544211	3401	3441	302
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_247724	0.55271775	351	1677	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_247881	1.5489467	3470	4992	50
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_249875	1.290261	915	1721	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_250042	1.8124555	1984	2960	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_250066	3.4158475	2632	3507	77
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_250857	1.2041588	2935	4382	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_251759	1.1203758	3533	7070	52
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_251842	1.5523698	1112	1859	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_251870	1.5917319	2872	4238	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_253263	1.2773285	2049	3489	29
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_253287	1.4589678	1533	2514	23
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_253476	2.0910172	1478	1831	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_254597	4.3280306	1559	1973	53
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_255482	1.3932186	1553	2126	20
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_256145	0.79744816	988	2031	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_36m_metaG_bin.1~k147_256228	1.8180103	1497	2271	26
